order_id,payment_sequential,payment_type,payment_installments,payment_value,profit
UUTrbUIjV8eL,1,credit_card,8,99.75,11.97
B5gHzE6WzDjY,1,credit_card,8,108.3,13.00
YHIf74BcyWYT,1,credit_card,1,1426.57,171.19
9rPWPqLPn0QU,1,credit_card,1,315.06,37.81
MAUAPJUD0wD4,1,credit_card,9,73.02,8.76
gcoed7eX7m5Q,1,credit_card,10,170.89,20.51
ILFZP9LXsyf5,1,wallet,1,87.66,10.52
SISqagm2l38s,1,wallet,1,1400.33,168.04
YnEaLbIiQLG4,1,credit_card,2,395.77,47.49
53MSllDEKU7i,1,credit_card,2,141.81,17.02
LeYtF37y6l7T,1,credit_card,10,138.05,16.57
cObazwlFxV24,1,credit_card,1,439.5,52.74
zRXN9z1u5xPt,1,credit_card,4,362.79,43.53
ySA7NKyjBybU,1,credit_card,7,149.91,17.99
E9vlqHC0aLU1,1,credit_card,3,91.01,10.92
v0jPJc8yi0hV,1,credit_card,10,88.32,10.60
ZjpdFsjcHAym,1,credit_card,1,27.45,3.29
qgQvZ05zAUq0,1,credit_card,8,1675.71,201.09
ORiumuCqv7bw,1,credit_card,10,209.19,25.10
LvvDEkFYShb6,1,credit_card,10,256.2,30.74
ubQiIS0PDSWu,1,credit_card,1,150.87,18.10
OHK3Ji8T8Wpl,1,credit_card,3,278.38,33.41
HM6HkHNMQmRb,1,credit_card,1,121.1,14.53
Qd8LIkNCXPGm,1,wallet,1,127.86,15.34
Rbfj0qjOFFNr,1,credit_card,1,33.95,4.07
OgKa4vMJQHv2,1,credit_card,2,23.35,2.80
mSKgqGftZYjn,1,wallet,1,112.96,13.56
J5ZSWOmSOrJw,2,voucher,1,196.38,23.57
aWWcPeiQJzNc,1,wallet,1,65.34,7.84
Rv7Jzf88WFqs,1,credit_card,3,248.94,29.87
gwRdeAyJEzBY,1,credit_card,6,264.67,31.76
WiUmorDNVqQa,1,credit_card,10,28.22,3.39
HNRTr8HrCSRD,1,credit_card,8,220.54,26.46
FsGK8W5OipA6,1,credit_card,2,32.29,3.87
OxD2pyfGtQHD,1,credit_card,2,349.78,41.97
qEMpLngJFVuf,1,credit_card,1,99.88,11.99
xMJMgHdG0q6C,1,credit_card,3,1148.75,137.85
EH0T168HzgdR,1,credit_card,3,44.21,5.31
0cy2SjLRqXAn,1,credit_card,2,459.32,55.12
VloT2PED6qcG,1,debit_card,1,373.13,44.78
Q50jQJeF16Tj,1,debit_card,1,40.21,4.83
IaWXeP0l9LBA,1,wallet,1,63.81,7.66
ypm4blrKj0bz,1,credit_card,10,111.23,13.35
1z4OU8xoj7oq,1,credit_card,8,54.95,6.59
pETMEfxOntoz,1,credit_card,5,32.9,3.95
zxIE6Y8Yr0io,2,voucher,1,46.81,5.62
iRtXtaYB1nQI,7,voucher,1,25.68,3.08
EYGXEfDTilgo,1,credit_card,5,36.35,4.36
jNNzPmUktFmk,1,credit_card,1,57.42,6.89
n09XZO5BweFr,1,wallet,1,860.92,103.31
Hs2vslRSkoR6,1,credit_card,10,213.02,25.56
DiNXfAzvqyJe,1,credit_card,10,204.11,24.49
RTjxBX6fEz33,1,credit_card,2,58.92,7.07
Hje8NNyCXjci,1,credit_card,1,26.81,3.22
zFzipDd7FP6C,1,credit_card,5,559.26,67.11
DbBqdvIIFjDc,1,credit_card,8,846.52,101.58
THMoeS0aH2Z7,1,credit_card,6,236.96,28.44
9GCkAdQOHahJ,1,credit_card,6,40.2,4.82
UMk8By2dIkp1,1,credit_card,2,380.74,45.69
VWj0WJLnl43A,1,wallet,1,91.01,10.92
M4aeE5OP5LlQ,1,credit_card,1,108.88,13.07
Tmeikun92QVF,1,credit_card,2,93.62,11.23
vFFtUIsk9AnK,1,credit_card,4,182.39,21.89
7e7FmnVom81e,1,credit_card,1,61.02,7.32
N5WNYCPydEhf,1,credit_card,1,97.14,11.66
OFsc3aoXSddX,1,credit_card,1,357.75,42.93
bS4wRwJqOlId,1,credit_card,5,101.25,12.15
frp9mnaA1x6w,1,credit_card,2,717.61,86.11
PR0K1SMpZWOP,1,debit_card,1,83.94,10.07
TCfnbhpXv3Tc,1,credit_card,2,53.16,6.38
d17BXkWuY40S,1,credit_card,1,8.13,0.98
iNsfsI0EbnqO,1,credit_card,3,2759.95,331.19
3ZHfESIJYgGR,1,credit_card,2,203.27,24.39
EgjYtQ4lUVKq,1,credit_card,1,306.63,36.80
aeGmgcIuB5TL,1,wallet,1,160.76,19.29
conjLC4O9Eki,1,wallet,1,165.22,19.83
zJLLwjpSA9um,1,wallet,1,13.41,1.61
TYjQ7cHJj7rv,1,credit_card,3,273,32.76
iw1lStWsUaAk,1,credit_card,8,66.09,7.93
nFKsmJtjWdSe,1,credit_card,8,880.8,105.70
32Wj6ZXP1T6S,1,wallet,1,91.55,10.99
NoWvOeyn1h6f,1,credit_card,8,333.81,40.06
I7pPnDoRpj0e,1,wallet,1,121.9,14.63
EPKBsy0CDoDU,1,credit_card,3,4.33,0.52
uxqgQ12txlM4,1,credit_card,1,112.15,13.46
wFN8gfIKZwhh,1,credit_card,2,76.19,9.14
ip2Ey7N4L0RW,1,credit_card,8,545.13,65.42
yToyKnpKwDzK,1,credit_card,1,139.17,16.70
2TWQlx7cxZ3c,1,credit_card,5,504.33,60.52
pwy2L3R8RDqS,1,wallet,1,275.9,33.11
u6Mb7ngjHGFI,1,wallet,1,218.03,26.16
KAX5AgbD15zf,1,credit_card,1,193.59,23.23
wFcletaBRWq9,1,wallet,1,228.94,27.47
TdDdPSYL1XqF,1,wallet,1,7.25,0.87
cgfvGz5xRstD,1,credit_card,8,272.61,32.71
dUlSQFAaO1Mj,1,credit_card,10,159.31,19.12
TDI3z7nT0dO3,1,wallet,1,65.14,7.82
eX61aitvQaVF,1,credit_card,5,31.06,3.73
2jC2gy4P5qHP,1,credit_card,1,87.86,10.54
0Cbskp7MBcwR,1,credit_card,2,65.93,7.91
R2EcZnl7JeXR,1,credit_card,1,27.38,3.29
c92xEcbvi3XE,1,credit_card,7,171.76,20.61
2ebHKzuT6ZN4,1,credit_card,1,343.54,41.22
8erxZqSZElZd,1,credit_card,10,168.92,20.27
gG9Hq6Wk8rlH,1,credit_card,1,77.34,9.28
kRSpN1AdD0vX,1,credit_card,2,329.55,39.55
QzcE4ceGAGf6,1,credit_card,7,136.89,16.43
0s0eou1w9xVn,1,credit_card,1,149.2,17.90
xoYlPtMPbmHE,1,credit_card,2,330.5,39.66
V9rftIx5rbFp,2,credit_card,1,112.53,13.50
jOyZjatngB4F,1,credit_card,2,216.47,25.98
7qBVshItMS4N,1,credit_card,1,119.04,14.28
xD8gi5spF1dr,1,voucher,1,177.12,21.25
6YFIGSTNQQyv,1,wallet,1,323,38.76
pt4wKBXBCfB7,1,credit_card,5,631.8,75.82
XzwSIArTxFSl,1,credit_card,1,150.66,18.08
BeA2qcsu552V,1,credit_card,7,103.44,12.41
drN3cw6zGqjU,1,wallet,1,5.5,0.66
6we9R3mL2dJ2,1,credit_card,1,399.58,47.95
KzOLSI1HZtxU,1,credit_card,6,96.23,11.55
Pl6EcQALX4u4,1,credit_card,1,836.37,100.36
NzCJmsbKldg6,1,credit_card,2,83.21,9.99
U5KLcPfpLy3D,1,credit_card,5,222.89,26.75
kLg8dfXjo3Rk,1,credit_card,2,157.22,18.87
bY2794NZizs5,1,wallet,1,31.53,3.78
5HltDQxQ1fk3,1,wallet,1,250.01,30.00
6Y2NQxxyPmbu,1,wallet,1,195.18,23.42
KS0ccM7ysmcE,1,wallet,1,207.63,24.92
OGpvlvM74n0e,1,credit_card,10,245.51,29.46
PBC7O8VJWeRa,1,credit_card,5,75.47,9.06
qOWmpJIgvS69,1,credit_card,4,453.74,54.45
PQgOCqUGPgGk,1,wallet,1,113,13.56
mniiL6ll0bnt,1,credit_card,3,63.74,7.65
QSEwJRobesrN,1,credit_card,6,271.66,32.60
7tJVSEckuYcW,1,wallet,1,161.08,19.33
Gc6F1XE8CGpL,1,credit_card,3,435.23,52.23
iuOxqwT2ELA9,1,credit_card,3,167.19,20.06
Gb0jdIFdsGoZ,1,credit_card,10,316.34,37.96
lHWiLdlJJfnW,1,wallet,1,880.8,105.70
8VPvdvSVhBJb,1,credit_card,10,85.19,10.22
veQxFAaLwjpH,1,credit_card,1,231.34,27.76
4n1RRg90VI5j,1,credit_card,8,296.71,35.61
AEMBixZvikTO,1,credit_card,10,207.6,24.91
wtcd2tCzE8cf,1,wallet,1,91.23,10.95
vBDSnybaWHxi,1,credit_card,1,1.7,0.20
Ntz7e4ibdvVM,1,credit_card,2,767.33,92.08
jmkcklWqeTBU,1,wallet,1,87.77,10.53
x1CTdzSLCdN8,1,credit_card,2,26.72,3.21
RNmWdsm1kooi,1,wallet,1,223.08,26.77
TPfiN4zII6gK,4,voucher,1,517.72,62.13
GR38JbWOrCsb,1,credit_card,5,296.61,35.59
Lzq3jffWXZGj,1,credit_card,1,473.21,56.79
cM0AYF9TbWLx,1,credit_card,1,425.27,51.03
5gHZkKXDrTTg,1,credit_card,4,136.86,16.42
QT5OtdPmNfxe,1,wallet,1,252.26,30.27
DkhAvRGKFUsv,1,credit_card,1,33.88,4.07
zlWIuriI4qia,1,wallet,1,245.7,29.48
XzixEDGJbL7V,1,wallet,1,64.75,7.77
NIIWQI9VOaOH,1,credit_card,1,141.54,16.98
nZ4QDBUBZVKo,1,wallet,1,24.77,2.97
BpQMc16Dfp6G,1,credit_card,1,413.81,49.66
y5EjaRaEIYiY,1,credit_card,1,85.14,10.22
XpHKMGvWCGjT,1,credit_card,5,9.52,1.14
fySB4vCfO2E6,1,credit_card,6,287.84,34.54
06pgJyMBXC1T,1,credit_card,2,52.91,6.35
VWtdfyxcWrgI,1,wallet,1,1915.53,229.86
tQ1e2PTlShtN,1,credit_card,2,333.66,40.04
IjCKfFaM9xAn,1,credit_card,5,220.68,26.48
nZI7khk0bUne,1,credit_card,5,39.87,4.78
IzB1hZ5rNzlX,1,credit_card,9,312.61,37.51
yhbSOdGP5Ci5,1,credit_card,4,120.12,14.41
LralF3Etk8EY,1,wallet,1,668.47,80.22
4GJi5ct1dnBL,1,credit_card,5,987.15,118.46
omKEaP7HPJiK,1,credit_card,1,284.81,34.18
MYtkKTCr3Y5r,1,wallet,1,419.89,50.39
SizIcbxLdgaG,1,credit_card,1,108.67,13.04
Fhxoo1RQyY6j,1,voucher,1,34.11,4.09
LyK9aFKTQ5rl,1,wallet,1,288.53,34.62
fyaAIv4eZXq3,1,wallet,1,732.29,87.87
sWQB28l9Iqi2,1,credit_card,10,233.75,28.05
CteonzaamLi6,1,credit_card,1,145.45,17.45
zxSItRK0Q5yV,1,wallet,1,237.69,28.52
GVc06V5jWRGl,1,credit_card,6,262.25,31.47
XWw6yI3zagvc,1,credit_card,5,317.9,38.15
Or6sUKkMxO3x,1,wallet,1,656.53,78.78
JPOrNMD4AUum,1,credit_card,5,191.22,22.95
jWelYVZ0Upcd,2,voucher,1,135.34,16.24
lQn3j3lxOlc5,1,credit_card,2,29.9,3.59
ia7NcdPz2AD3,1,credit_card,1,912.55,109.51
75tKDhcNGyV3,1,credit_card,3,280.87,33.70
VGWlJ1CIWnW7,1,credit_card,2,154.18,18.50
k5zJlZ30KoJ9,1,credit_card,1,14.27,1.71
lepYaYp1yrpO,1,credit_card,1,87.96,10.56
SQBCzOVDxmRi,1,credit_card,1,439.51,52.74
wO6O2xWDdttb,1,wallet,1,77.11,9.25
J4oAkkF6rI2a,1,credit_card,2,81.51,9.78
OzyJFvejrIRV,1,credit_card,2,141.86,17.02
3gVE480PxOlF,1,credit_card,4,276.5,33.18
AXCFGwdke3c0,1,wallet,1,377,45.24
dsupe5UZIa7b,1,credit_card,6,106.81,12.82
4gdsFWNjjAH5,1,credit_card,3,18.59,2.23
WyLxuqeKAcBe,1,credit_card,1,2621.29,314.55
NPh79Kkp5Bgh,1,credit_card,1,252.36,30.28
q9HXyxKTbbbi,1,credit_card,10,104.92,12.59
R14zUUla0mAJ,1,credit_card,15,557.72,66.93
nQDvyB8jiGdO,4,voucher,1,85.24,10.23
wU8E1X9Ego8j,1,credit_card,1,35.44,4.25
MwPd6lsBNdcl,1,credit_card,1,178.53,21.42
3uTpYMWlm0hi,1,credit_card,2,165.5,19.86
hOnIxFdOXii8,1,credit_card,3,79.96,9.60
TJWRR4LRhsNK,1,credit_card,4,460.18,55.22
GFBPfJLknKXh,1,credit_card,1,94.46,11.34
MSp3p1tlfCx4,1,voucher,1,25.58,3.07
LfExcfm5pGG1,1,credit_card,4,95.24,11.43
pJDTpXngPMBj,1,wallet,1,839.49,100.74
0dESEJmbYNVH,1,credit_card,4,317.24,38.07
BuR97zSRyF97,1,credit_card,2,218.7,26.24
FeC5T19uTL3i,1,credit_card,3,90.74,10.89
emr3Tihdpsyl,1,credit_card,8,619.86,74.38
0s7TvaplVHXM,1,credit_card,1,77.96,9.36
nPz1xGiQGlPv,1,credit_card,8,233.38,28.01
aM2DwoT4Yf2y,1,credit_card,8,214.13,25.70
nXceTAKsCohC,1,wallet,1,450.42,54.05
83XPR4g91Gpw,2,voucher,1,1843.85,221.26
DzwMmF4n6yMb,1,credit_card,2,553.38,66.41
YxyTmrrS4uO8,1,credit_card,2,655.55,78.67
nEWcXdKJTPk1,1,credit_card,1,260.91,31.31
QUnJkVJVVduM,1,wallet,1,6.46,0.78
jRfcgu4EExRg,1,credit_card,2,133.04,15.96
3FrR9fguaEh0,1,wallet,1,212.49,25.50
vKE5Q8JIXCHX,1,wallet,1,1388.3,166.60
pgyT5rck9EwJ,1,credit_card,2,440.73,52.89
nYmlzhZ9LRyk,1,credit_card,1,20.76,2.49
7FNhg55UqsUY,1,credit_card,6,624.59,74.95
x1KnsU5lbYTc,1,wallet,1,245.87,29.50
9FRSxRB0ALKf,1,credit_card,2,844.82,101.38
uUNdCubAfevV,1,credit_card,2,1.53,0.18
ZvBuwJYVTAw8,1,credit_card,8,133.18,15.98
GuJ8SN8VeUTp,2,voucher,1,0.47,0.06
3P2mTA78YHVb,1,credit_card,1,24.06,2.89
iu54jQvPfq66,1,credit_card,4,44.58,5.35
YiYOifhR494r,1,credit_card,2,297.99,35.76
SSOoidlqxOb0,1,credit_card,5,406.6,48.79
QlEImoPBrwca,1,credit_card,1,131.5,15.78
s4NvYLm9hsus,1,credit_card,1,57.21,6.87
G23CpfNBShkF,1,credit_card,7,339.37,40.72
hbqlSOidOxAz,1,credit_card,1,192.47,23.10
suw16brqPLCU,1,wallet,1,252.34,30.28
ry8GOiWaMp2v,1,wallet,1,103.28,12.39
TCP5ajLeHjyR,1,credit_card,5,905.76,108.69
gyHuzkB7gpf4,1,credit_card,6,329.87,39.58
p2A9WIoFol1L,1,credit_card,3,2288.31,274.60
AdDBv5FqNMoq,1,wallet,1,360.81,43.30
xBjG4j4NHpMW,1,wallet,1,29.86,3.58
mELe4Ssq4J9L,1,credit_card,4,956.86,114.82
aUIGf1n0r5y8,1,credit_card,10,8.24,0.99
giajT5iFIjee,1,voucher,1,262.67,31.52
M7e8Wm5KdNqu,1,wallet,1,118.55,14.23
gKMGrfFRR5Bg,1,credit_card,5,137.42,16.49
EIpxY6rvEN0b,1,credit_card,2,99.34,11.92
k7tRh9pjoYo1,1,credit_card,2,136.68,16.40
3hxOIvtdccxM,1,credit_card,2,194.65,23.36
IC0b6BpNfHEN,1,credit_card,10,45.33,5.44
L2NsYz6smEpY,1,wallet,1,146.58,17.59
bhNssxU8OA7n,1,wallet,1,168.4,20.21
VzPhN5OvNVGR,1,wallet,1,113.85,13.66
HSSVpaeqXWR9,1,wallet,1,93.18,11.18
SbnFZQTF4HgN,1,credit_card,5,519.29,62.31
fzm5BDp0tH9A,1,credit_card,1,643.33,77.20
xrFZmNpXzVBO,1,voucher,1,467.99,56.16
zDQ2u8yJDW8H,1,credit_card,1,53.31,6.40
Df0TI996IHnc,1,credit_card,2,35.08,4.21
oh4ESKVvNo1H,1,wallet,1,0.48,0.06
TVbmNw8r0FOa,1,credit_card,5,38.47,4.62
Qqv1vUA40AqF,1,credit_card,8,101.55,12.19
w7ihCZiMYBz7,1,wallet,1,25.23,3.03
H8Xszf0BDmV8,1,credit_card,1,175,21.00
oqT7e8Z2OL0m,1,credit_card,5,102.67,12.32
9hXi3Ju6qEMS,1,credit_card,6,834.94,100.19
PjDqmVu5PvIb,1,wallet,1,622.16,74.66
I17KAthv4d1E,1,credit_card,1,199.06,23.89
pMUZnlv4ypuo,1,credit_card,10,44.04,5.28
9ugBIQFbJuvZ,1,credit_card,5,984.2,118.10
03jxKtzCKBkR,1,credit_card,10,98.87,11.86
9pKiZpHTUbaM,1,credit_card,10,92.35,11.08
7v8oREkTPByQ,1,credit_card,6,52.29,6.27
KKxowbYdUYe3,3,voucher,1,61.62,7.39
QOCnkNXQoKWo,1,wallet,1,5.78,0.69
1qDpdArQVDpP,1,credit_card,4,765.2,91.82
KCcFYbz1phfP,1,credit_card,1,51.88,6.23
mJOw3XQ0yumw,1,credit_card,1,261.29,31.35
mn6ag9VEOJty,1,credit_card,10,100.65,12.08
eels3JAI7nbN,1,credit_card,1,148.07,17.77
bUp3KeH2FW7M,1,credit_card,9,450.16,54.02
856aJjlyq1ws,1,credit_card,1,251.94,30.23
mF1bsMubjdPw,1,wallet,1,150.95,18.11
iz49U0Us0bF6,1,credit_card,1,336.56,40.39
Bv6ex2NSLfJG,1,credit_card,3,548.03,65.76
4fCzLa6Clms3,1,credit_card,10,1638.35,196.60
6H23c0Yn3AYl,1,credit_card,10,36.34,4.36
gH9bMoY4VgAq,1,credit_card,10,87.08,10.45
96sv8LG3R8of,1,credit_card,8,223.93,26.87
8m2XhbV5ItkL,1,credit_card,10,186.61,22.39
vKIhZaE3zc1K,1,credit_card,5,8.12,0.97
yvCxxW1wvPOc,1,voucher,1,126.22,15.15
SryrTGi9FKr9,1,credit_card,5,427.58,51.31
4WDW9SEFJ7Hz,1,credit_card,5,53.51,6.42
KgTbGAIQaojH,1,wallet,1,149.29,17.91
jVT4RjdU80wH,1,wallet,1,74.29,8.91
RuhebXJtBdWQ,1,credit_card,6,1504.61,180.55
R323qz1fO5K2,1,wallet,1,40.99,4.92
DplKnqVg04AB,1,wallet,1,98.28,11.79
wk3x2SXLyVwT,1,wallet,1,143.5,17.22
PlQYwKaz9nXg,1,credit_card,6,117.5,14.10
RHpBf71PbLhd,1,wallet,1,374.52,44.94
i3aTCwcMy4Fs,1,credit_card,8,166.62,19.99
A9rncPao4ySL,1,wallet,1,82.21,9.87
efOdVAB9b90Q,1,credit_card,1,68.66,8.24
SKfDZPIdBMqv,1,credit_card,1,40.19,4.82
q3Ul4VrF4gBU,1,credit_card,1,132.7,15.92
VgHv0nPtqfle,1,credit_card,1,147.73,17.73
HPZ6hyt6g4wV,1,credit_card,1,286.59,34.39
TfeIQmTYekgv,1,credit_card,4,181.24,21.75
40ze4pA4bVIH,1,credit_card,1,483.09,57.97
3mtGkzYe1qvx,1,credit_card,1,316.72,38.01
afFrXqAgIAun,1,credit_card,3,54.89,6.59
YlW7rRdxE9eI,1,credit_card,1,9.42,1.13
PGLd90lFY6o5,1,credit_card,2,478.56,57.43
yi9y9Yme8yOL,1,credit_card,4,94.63,11.36
Liyo8q3aUcYx,1,credit_card,1,548.08,65.77
xww7PsLAGcB4,1,credit_card,8,107.29,12.87
AU7DQoUsJ59D,1,credit_card,1,178.67,21.44
ypQuFNdZDIgi,1,wallet,1,244.08,29.29
CIfJ7zIw15kc,1,credit_card,3,857.97,102.96
Luv6bjjci7T5,1,credit_card,2,676.84,81.22
hBgzyKGU8Yqm,1,credit_card,2,19.77,2.37
XMfG1tbqklxw,1,wallet,1,253.07,30.37
WDhIt0Xn00oM,1,wallet,1,323.15,38.78
QkDnrsRMTHfG,1,credit_card,1,368.6,44.23
pdaN4WQkInsp,1,wallet,1,206.76,24.81
wqsqNCh5LDBS,1,wallet,1,156.51,18.78
IH9rTVLcFwEE,1,wallet,1,60.95,7.31
vXElEIggvveD,1,credit_card,1,107.05,12.85
Md030uZNrQsS,1,credit_card,1,70.76,8.49
NuztY607Bdk1,1,credit_card,2,436.42,52.37
u4LGd8xPSkqA,1,credit_card,3,216.02,25.92
tCy195M0lWTz,1,credit_card,1,35.9,4.31
XfEEaz0RsgnG,1,wallet,1,303.87,36.46
Iex7gpxmvdow,1,credit_card,1,340.02,40.80
PlT1ZILW8KUQ,1,credit_card,6,148.16,17.78
ddNUSvmFvARS,1,voucher,1,38.18,4.58
s36jtizJceV3,1,wallet,1,1400.33,168.04
vrzsbp8oUgiW,1,credit_card,2,573.33,68.80
fyIDfn0OUWx3,1,debit_card,1,592.42,71.09
z2xnDp4INTOX,1,credit_card,1,80.21,9.63
6tvqH6hnMIM3,1,credit_card,3,158.2,18.98
82DeA1pwTjIn,1,wallet,1,177.87,21.34
UXpjouFQ3mpn,1,credit_card,2,62.93,7.55
Ssqntoob5yPd,2,voucher,1,101.37,12.16
EI1ybRs993tX,1,credit_card,1,175.1,21.01
WlxUzBzodsgb,1,credit_card,8,987.98,118.56
fLORPP7PMKs7,1,credit_card,6,94.59,11.35
4wMlgu2pS9L7,1,debit_card,1,173.75,20.85
vL3vRm2zcyp0,1,credit_card,3,86.76,10.41
3cFZQxrTxsLt,1,credit_card,1,152.31,18.28
oWhWTTJYSs1E,1,credit_card,5,431.56,51.79
nLBZH5VbV9fv,1,wallet,1,297.26,35.67
wCGdQKCYUDl5,1,wallet,1,141.39,16.97
yjSFQKg5lian,1,credit_card,4,138.42,16.61
MTu7MvcPxviV,1,credit_card,2,465.48,55.86
ndHm6Z6tv3O5,1,credit_card,3,158.08,18.97
A0PXuhsN7g46,1,credit_card,8,111.49,13.38
29Mzq3BAos4W,1,credit_card,3,805.75,96.69
yNNbIZ0Pzzry,1,credit_card,2,234.7,28.16
6OBkrTHgENH1,1,credit_card,1,96.99,11.64
WoYATIkHoxMv,1,wallet,1,71.5,8.58
eIuHDuouoTBK,1,credit_card,10,514.92,61.79
HEAjmPxrrqkk,1,credit_card,3,173.52,20.82
KCK8FQ8Qw6wT,1,credit_card,1,53.16,6.38
OIWFup2G6DCK,1,credit_card,2,134.07,16.09
VoPjpNEIymuW,1,credit_card,8,113.55,13.63
PhjxJ17l2SqO,1,credit_card,4,27.91,3.35
7pxtWPL3xFxV,1,wallet,1,201.92,24.23
4LhDAckAGnfT,1,credit_card,1,451.75,54.21
Xps2WfBGPriD,1,credit_card,2,384.79,46.17
Y3P5szBkfrmZ,1,credit_card,1,264.04,31.68
VXx6QXPyyFo1,1,wallet,1,309.3,37.12
f0ib4GVMy8xi,1,credit_card,3,166.55,19.99
L8q5GkTMusQN,1,credit_card,8,111.61,13.39
WfQcIfpfTxqB,1,credit_card,2,483.09,57.97
o4za2plduwJz,1,credit_card,6,213.56,25.63
27js58oVareb,1,credit_card,2,181.64,21.80
rhjKdRohzLeN,1,wallet,1,82.99,9.96
UA76jOXRjPWR,1,credit_card,1,1166.43,139.97
UAqKj2i668gq,1,wallet,1,25.95,3.11
JXMDVNh9yhMl,3,voucher,1,214.61,25.75
d72PIOOT6Edj,1,voucher,1,828.08,99.37
w4lwyNf08spP,1,wallet,1,248.4,29.81
424utmvtpoYv,1,credit_card,6,336.06,40.33
IE3CCScT1tZe,1,wallet,1,135.5,16.26
r6OhwHguTW0Z,1,wallet,1,209.45,25.13
paBCvJiUK6gb,1,credit_card,1,210.43,25.25
qE0mWdTfuVMR,1,credit_card,4,433.07,51.97
oeQ6op25ncj3,1,credit_card,1,471,56.52
d6pOVGnzyw05,1,credit_card,1,7.25,0.87
gP2a9mTCNIAB,1,credit_card,10,172.08,20.65
XkQOVxkprSQW,1,voucher,1,841.23,100.95
oFkM7z9vXQ8S,1,credit_card,1,258.58,31.03
9tRXDFIp3KEl,2,voucher,1,122.69,14.72
SHqKbWhGTaAg,1,credit_card,5,234.33,28.12
e5HlwksRa0Gj,1,credit_card,4,424.04,50.88
3COpqHRSaK6l,1,credit_card,1,153.72,18.45
fZBXo6hJw2nX,4,voucher,1,328.52,39.42
CIx9ng7N0j5D,1,credit_card,3,838.97,100.68
IVIBaH3ZqSQw,1,wallet,1,56.09,6.73
1qmEPizUlajs,1,credit_card,1,6.84,0.82
CGT5p2yB0iSe,1,wallet,1,29.78,3.57
4r8Fbd38MuOb,1,credit_card,10,550.26,66.03
5MI0rQjLqPlb,1,credit_card,1,423.47,50.82
XAga3OVGBy6O,1,credit_card,2,193.02,23.16
WSo9jaRLwKaG,1,credit_card,4,815.65,97.88
nHC1dHtBPkoU,1,credit_card,1,110.28,13.23
2HNsVBFXuPGg,1,credit_card,1,108.33,13.00
9RTk6jHgd44W,1,credit_card,5,21.14,2.54
i7gA0wWmUbuV,6,voucher,1,232.39,27.89
KvRVnsRznPLr,1,wallet,1,228.24,27.39
Hci8wKPeTGCb,1,credit_card,3,424.62,50.95
ilLqii70VoF8,1,credit_card,1,209.08,25.09
PGnJaFV4Je6m,1,wallet,1,518.59,62.23
O9dq1HBMAO3m,1,credit_card,3,13.38,1.61
2aDtNgRW2qRy,1,credit_card,5,343.54,41.22
LRC8o7y8pYpC,1,wallet,1,355.26,42.63
Le4sAp1yjHnD,1,credit_card,2,456.31,54.76
6cfLkSz7c3hS,1,credit_card,2,708.28,84.99
IC7HnNHWio9t,1,credit_card,1,124.6,14.95
aAQtE9Xet0On,4,voucher,1,33.48,4.02
352TwIG8zpIL,1,credit_card,6,145.01,17.40
78RfFdJhJVgI,1,credit_card,3,163.26,19.59
QDnjOx709F9o,1,wallet,1,182.52,21.90
Hgtv4kk8qQqs,1,credit_card,3,140.82,16.90
8MG4wWy2Bi16,1,wallet,1,260.08,31.21
WlBsLEdOctiq,1,credit_card,1,1.02,0.12
lMcARJMkAtwx,1,wallet,1,284.81,34.18
QM7XhDLh0ru2,1,credit_card,8,55.54,6.66
Bz012AQeZvNd,1,credit_card,6,10.51,1.26
Ruiyg5yFBW9U,1,credit_card,10,102.23,12.27
QAGEMMnSISH4,1,credit_card,6,436.92,52.43
wugQnGqNgBfp,1,credit_card,4,305.77,36.69
MxmlYxIAq7Ui,2,voucher,1,38.34,4.60
5MjQ3dxLKeeb,1,credit_card,1,115.39,13.85
6TFogLO1nwLe,1,credit_card,6,79.96,9.60
mjYZ19yaIdCU,1,credit_card,2,208.18,24.98
JbETrY2be96T,1,wallet,1,5.78,0.69
yI7o78e7a4Rc,1,credit_card,1,93.37,11.20
8a1tI7I8eldM,1,credit_card,2,250.45,30.05
0lrVBUGLsWDz,1,credit_card,8,251.02,30.12
uSL23HH5OBVR,1,credit_card,3,320.07,38.41
sCBncVbMPKAH,1,credit_card,6,178.72,21.45
4MhLfx1Xqqzv,1,credit_card,6,165.25,19.83
BONgyZqW5Igv,1,credit_card,2,190.04,22.80
EGMTQwtkNXuo,1,credit_card,4,78.35,9.40
Q5K4M8oeQ0UG,1,credit_card,8,1628.07,195.37
2trCMixvhW9q,1,wallet,1,457.8,54.94
sB0ZlBlUrVKd,1,credit_card,1,24.7,2.96
U8m9NOzTZlOQ,1,credit_card,6,52.07,6.25
pEgyNSSg8HMR,1,credit_card,3,69.46,8.34
9i0L7K0bwmlu,1,credit_card,2,117.62,14.11
15cTVck7cIJ1,1,credit_card,1,180.31,21.64
dO8lZfIS9GJl,1,credit_card,2,2304.68,276.56
Tl2EaccFyFGi,1,credit_card,2,68.99,8.28
F0bgUjjELJuA,1,credit_card,1,114.78,13.77
53700vpNaRxZ,1,credit_card,8,169.78,20.37
LGQzSVKNdJfW,1,credit_card,3,382.88,45.95
F0vaGI7Ovh1r,1,credit_card,4,197.55,23.71
bozdRcsFk30p,1,credit_card,2,594.4,71.33
n4kGpRUYEIUE,1,wallet,1,234.67,28.16
