order_id,customer_id,order_purchase_timestamp,order_approved_at
0ubndtjjMMw7,HIZIKU3ymScN,5/2/2017 20:05,5/3/2017 15:10
Em0WKJTp3fAq,WEzUgcmUlnN4,5/12/2018 13:46,5/15/2018 5:14
yVa22tWcarLs,AJwIqUIb5Za2,4/23/2018 17:27,4/24/2018 18:29
ZYDNC9WRM4yh,UqUTpi0RdJQa,10/1/2017 10:55,10/3/2017 4:05
6iOj6YbDcsZ0,jVzkpYkMCw1i,6/2/2018 13:50,6/2/2018 14:12
Ik4qOftmxOjT,IC6a6L8DipzX,7/14/2017 23:36,7/14/2017 23:45
vidyZ38f2Bee,PxA9TCChpaVU,3/7/2017 13:38,3/9/2017 2:35
1NEnLzJ5dlPY,odf0mwjsbnvP,8/19/2018 13:20,8/20/2018 11:49
N03Kt1Sn8eIz,qoETKMzusCxs,7/3/2018 14:01,7/5/2018 16:20
d0lkR79gjgpk,mTgE0kjOYXwz,6/21/2018 9:17,6/21/2018 9:43
J0XVhD21EA7a,B9Ap7ZEbO0eD,7/22/2018 16:45,7/23/2018 12:32
ICuOpEyLsWfC,4JOTg9LNraLt,10/30/2017 22:06,10/31/2017 10:28
oPauLfAYftI5,VYQqRLmRD8aw,8/5/2018 23:13,8/6/2018 23:05
xhnTwxNUvHzV,KqrsRCMd2h9j,2/25/2018 10:19,2/26/2018 16:32
xMPcbNdagvZp,3nOYdDvO3jpE,4/3/2017 22:57,4/3/2017 23:05
rF4S1lW34SU1,KNGK57jy9H0W,2/6/2018 11:21,2/6/2018 11:49
YsAekNzQ8rVo,SYlFmKwCEurI,7/19/2017 10:17,7/19/2017 10:30
XRbzgh5XJW8y,lXRaupH9IHi4,10/29/2017 12:13,10/31/2017 19:34
ZNuCOzBwsx5p,YUWpBNdUmvqI,4/1/2018 22:23,4/1/2018 23:08
KIhmPB6BtHaT,VXhKD7FNGxTW,9/22/2017 19:17,9/23/2017 10:44
10f6xsYmR3aQ,NJejPLEVtdkn,6/12/2017 12:47,6/12/2017 13:10
ld8Ah3IXUIQJ,Lb8npnKvv3WE,7/6/2018 2:04,7/6/2018 2:15
jm5Hyrd0Pmp7,W9DU5yAz9rGh,8/3/2018 12:18,8/3/2018 12:30
agRLYE8JGQXc,gjfShYrAfq0C,8/20/2018 23:35,8/20/2018 23:49
5IgAELKat97k,gNAuVxCkwi15,8/7/2017 11:29,8/7/2017 12:03
44O1FHZUCL6S,xMqik1Xb1Hdj,5/21/2017 16:19,5/21/2017 16:30
lB8eM95AX8rr,6UJJamyGT0SC,5/19/2018 10:58,5/22/2018 9:15
DteEeBBTSy7v,A1nJIkZrHKpe,2/18/2018 13:38,2/18/2018 14:46
BgoslStcREzk,WUSZMbjKcyWK,7/21/2017 13:26,7/21/2017 13:35
UZPb6ogn6b8H,lrdQONpiE1iD,5/27/2018 20:33,5/29/2018 3:14
rgaP4Acnj33z,JTLkkaFtnysU,12/16/2017 22:16,12/16/2017 22:32
M3mKzs5Q48VC,KAU04sp13Vaq,6/20/2018 11:20,6/20/2018 11:43
yhQreUFNlQBI,mSzLnXkgotl9,3/17/2018 17:21,3/17/2018 17:35
0OY9IzF8k1ZG,dYFyE45EkEAN,3/10/2018 22:45,3/10/2018 23:20
tWewtAJn3oS1,gUwRuml1BRhX,8/8/2017 15:37,8/9/2017 15:45
XR7iKMHgDZfQ,BKQuxdmtlvCC,3/28/2018 0:41,3/28/2018 0:55
cct1DiuB1SBI,LxEzgauwL332,3/4/2018 10:44,3/4/2018 10:55
bH65eujEYAsK,3PX84GkvLu8D,5/18/2017 12:50,5/18/2017 13:11
ThXRRqjfpOZQ,qaNUTOsxAltl,1/18/2017 10:27,1/18/2017 10:42
q9ctCKWCsiB7,levAXNqQRFaN,8/1/2018 14:58,8/1/2018 15:31
AuhyiPUkiHEO,mKWhTT9064gF,12/29/2017 21:00,12/29/2017 21:09
heIbpEvTVrmT,ngbI8ThWHagU,2/28/2017 12:10,2/28/2017 12:21
Wyjxo7e7NKic,RhwlgNqwX63J,5/22/2018 18:00,5/22/2018 18:37
dVkYXGuTKJs5,rEx2Rt9oVI15,5/22/2018 13:46,5/22/2018 13:55
0wDS3MKYhm67,rvLOrvi16DnT,9/3/2017 21:01,9/5/2017 4:10
LyF1QkdeT3aH,RYkBNjYrQLFZ,3/13/2018 10:49,3/13/2018 11:08
NTP6q3exIFn0,1ZanTbP3EoOK,10/20/2017 15:02,10/20/2017 16:07
5WE9bJslf4zZ,FKwH5W4E5Sh1,1/23/2018 18:48,1/23/2018 18:58
Hc3ZVVKsJSCa,EIP8SghJNpRq,9/12/2017 16:06,9/14/2017 2:45
wjMXeXVsIBUA,DYyqvcMdjWKW,12/6/2017 22:13,12/6/2017 22:32
a1qV88JZEQrp,zW5kXd775nAQ,7/5/2018 8:55,7/5/2018 19:31
2qiToABelgcP,uPc66Yxchql1,12/5/2017 11:20,12/5/2017 11:31
76uWaq4GEMYm,YoLw4YCFSheF,7/14/2017 1:10,7/15/2017 1:15
BnCSvJUcDa4b,wvlD0XexNy8J,7/8/2018 23:12,7/8/2018 23:25
iESdpQLDANGD,9oqnOLnodw5J,1/25/2018 11:19,1/25/2018 11:37
6nrsTMwl9CX4,cBrAoabm7uQ7,1/17/2018 9:19,1/17/2018 9:31
IyW3qqNjAcer,XD7ahHrrDca6,2/10/2018 21:46,2/10/2018 21:55
1tmgddIoUm71,L1AquHGNa92c,11/17/2017 10:26,11/22/2017 2:58
e0e82qIUGBsW,ak6hq3C1zVv8,11/14/2017 16:00,11/14/2017 16:12
XLTmwSNRMJ9K,NZy4XTzpszMz,4/29/2017 21:13,5/3/2017 15:42
LIXvsVslu6pM,ZN79YplYKOA7,12/4/2017 11:48,12/4/2017 16:31
xdI3R4Bmh8hq,eyBh0s0kS9m4,7/12/2018 10:24,7/12/2018 10:35
1B9ttDJSPMfJ,N2llSEKs6fXA,6/13/2018 15:39,6/13/2018 16:19
72IAzfycMNzt,GaVEB2RctfqG,11/26/2017 11:38,11/26/2017 11:54
Rv8CHilOQwQ6,woBjnxWe6BQU,1/3/2018 11:59,1/4/2018 5:14
UQbZSf8R0nM1,hkf3oN6TF4pv,11/5/2017 21:54,11/5/2017 22:06
8eDmQ1sKh5YN,rTeqtr1kMaXY,10/10/2016 15:50,10/10/2016 16:02
elkxOcHXvddn,qJ1u4nqxLMf3,7/16/2017 20:59,7/18/2017 6:05
AihWZJ0OQy8Q,M9moRm9f5Mw0,11/13/2017 21:50,11/16/2017 12:56
zrJ9XXq4FZKQ,TpMLTpMLr39h,4/13/2017 14:08,4/13/2017 14:22
sFMt15N4iqeR,ydbYrUXYcUd1,5/15/2018 19:35,5/15/2018 19:53
rlufpI6MDz2H,zrRCq0ZpFsbv,12/3/2017 12:58,12/3/2017 13:13
xmv93n8fbVfx,7vmqFaokuFmX,9/15/2017 13:24,9/16/2017 3:06
KdaGt6MGkat4,n714zxWoR12w,12/4/2017 20:45,12/4/2017 20:58
iTvy61KjgCbZ,OGF975Ypx3Uw,5/12/2018 1:04,5/12/2018 1:35
A8YuYqGoTrPA,2RQ6N9eAe3j2,1/6/2018 9:45,1/9/2018 7:21
CAHjrfTPfa8t,KaSmZwCexjLg,6/19/2018 21:36,6/20/2018 16:25
FvhW6daTHMc5,TiwhJ08Z3z8K,8/21/2018 8:52,8/21/2018 9:10
yNb3llx0Wncs,Bg6dDQke5wYf,6/18/2017 19:59,6/18/2017 20:10
3AbXyK1CeBrU,4EzbFJeE1YEB,6/1/2017 19:08,6/1/2017 19:22
YbF8YpvYnPzT,RKrUilnzosIi,2/16/2018 11:29,2/17/2018 11:26
OfoBcSPh8hJ7,RRqV2FAatFds,4/29/2018 19:14,4/29/2018 19:35
pNyZwLA1K8rA,13Az69Rcdo0G,2/23/2018 13:12,2/23/2018 13:29
y70WoZHzlrsX,El5zhyNc9ZMa,8/8/2018 8:51,8/8/2018 9:05
A3mR00uyl6oj,cWZnJNnwMOBM,1/2/2018 17:47,1/2/2018 17:56
f1SwhdlQkRtQ,Q0FnkboYPl9V,8/2/2018 19:10,8/2/2018 19:23
l6a4Xg932Uyx,QaFd2AiCSh22,3/22/2018 20:51,3/22/2018 21:07
rZab1jIIgpPW,T26za4WAo29s,1/5/2018 0:30,1/6/2018 2:27
ZtGOVsAhVMwg,cA8gMotkEOcb,1/18/2018 9:13,1/18/2018 9:37
MvExxruRYo8N,ffTCiw0xZ29N,4/26/2018 13:13,4/26/2018 13:30
MXU9W0Upi95P,NJHQCMh2IeUm,1/10/2018 15:14,1/10/2018 15:27
HVpZFdJyuLP9,NGfknk31R7KK,2/4/2018 10:22,2/4/2018 10:35
6zcWNk9H9Nr8,7ObKHEGaFYoi,1/21/2017 6:58,1/21/2017 7:10
ta4eb1p8osJk,YeNVxIGQGeb4,2/21/2018 22:38,2/21/2018 22:50
gDM3Jp1WGgSh,7hq45MTcvgsK,1/24/2018 13:03,1/25/2018 2:58
H4lm101VLpVW,LWXtcFsLDqXq,3/24/2018 1:41,3/25/2018 1:35
bSbIdh9WYkJo,JbpX8cMobE2e,4/15/2018 19:42,4/15/2018 19:55
EXQcatr3lg7Z,g0EVNF15R6qN,12/19/2017 19:10,12/21/2017 2:11
fYrdeGHPczxQ,L5Pokt7rM9UT,8/14/2018 17:59,8/14/2018 18:45
mYULAmYNnfeg,ojp90UgetU6T,6/28/2018 0:41,6/28/2018 0:50
1193hBEXPt7x,MqnMTtC6PzPj,2/1/2017 21:13,2/1/2017 21:25
qLdl2SIKFFPN,suERbGGi2g1q,11/27/2017 11:06,11/28/2017 3:47
NFXxew5TlnFi,KUvdDZBFlAxd,1/11/2018 13:24,1/11/2018 13:33
bJmY3DMX96tB,hfCfc9lHrP19,11/13/2017 8:08,11/13/2017 8:26
zo3B1FAfRAwU,GGtJggdbQbmb,3/9/2017 20:16,3/9/2017 20:16
0IThkM88BPc2,nofVPhh4Tmcj,5/17/2018 17:03,5/19/2018 2:58
hBzQOPEefaxr,ZMI3haNFLFn8,6/11/2018 18:39,6/12/2018 5:36
0XEzVZLLOA3V,3b4tXGUyvf53,4/10/2018 21:38,4/10/2018 21:50
iipllCnN7jMK,IgjC6hwLROSn,6/5/2017 15:51,6/7/2017 2:25
fCaqYsD4PzWW,OApshQKnDGXJ,12/11/2017 10:51,12/11/2017 11:11
vufmkXprCuLK,8OY6zzdyQrGT,8/2/2018 13:43,8/2/2018 13:55
s1Gl88pQZLB3,7tAZQ5Wf8yJX,2/7/2018 5:01,2/7/2018 5:15
rKZi6nhLiCeg,fhMqauYoy3dC,1/16/2018 12:13,1/16/2018 12:26
hboU0S2x5G5m,v06URnlU4Kas,2/18/2018 21:25,2/18/2018 22:26
fgCBKenMjPEK,4WyzMH6bcxKu,2/13/2018 0:21,2/16/2018 8:07
w3NCc1hGSk8D,JNoo3yG3RrY6,5/16/2018 10:57,5/16/2018 11:19
CSRFFFVwII4d,7D4AmfBC28hW,2/13/2018 15:08,2/13/2018 15:27
V2LiW2PFQuWr,JS1kGxv34488,7/25/2017 19:42,7/25/2017 19:55
zQOtrjV19itL,PAPfOFfyt2WM,11/19/2017 10:31,11/19/2017 10:46
0DePnNn5OO0k,ypGehiJKTEBG,7/8/2018 11:10,7/10/2018 17:05
zqFPZfKittku,6MZIg3B12sP7,8/4/2018 14:29,8/7/2018 4:10
OD8FnCa3MGBe,dFGePRHWMOHR,5/20/2018 18:29,5/21/2018 18:55
THbvZrKBf2Sw,45MUZXdGTwKV,4/12/2018 12:52,4/12/2018 13:11
WpIOk3fwH3gl,rDcBSc0dqTGq,4/12/2017 12:37,4/13/2017 6:35
uJVKjqtdDQcw,Z1L7fEd5UdGQ,9/4/2017 20:39,9/6/2017 3:04
7kSPKTm4iaUl,4tftZS3fej1s,5/9/2017 14:05,5/11/2017 4:05
J6xaFCfnQSAu,0moPJGKNbHd2,5/5/2018 12:42,5/5/2018 12:55
amB6GlHtoNvj,el8oljMjz6In,7/20/2018 14:35,7/20/2018 14:45
eODOJRnpeDzv,EaAxDMIVF4Ug,8/13/2018 19:26,8/13/2018 19:35
hmYs1mUVgF4a,xJfg5S2VxHYX,5/13/2018 19:41,5/13/2018 19:55
UXerimBdZYYi,JU3od7IEJmD6,7/31/2017 16:29,7/31/2017 16:45
WbeBo5ZGbsLd,SEFq4h0fsuJU,2/1/2017 13:01,2/1/2017 13:15
ICg8qOulzQVo,upHZQIBgNxXy,1/2/2018 12:39,1/2/2018 12:49
WtHxEy9qoLgZ,c8H5cv6btXKt,6/7/2018 9:58,6/7/2018 10:15
lPh3OBA1oHTl,9lkNacwzxch0,2/5/2018 16:47,2/5/2018 17:16
P3dRPSGphltf,P5ITCXVVpT7k,8/6/2018 21:19,8/6/2018 21:30
PasV52ATISpz,uRCN9w70JlH3,8/18/2018 10:03,8/18/2018 10:15
dyOG6Fz8RnSg,cXY2ZI27g1SE,2/20/2018 11:22,2/20/2018 12:00
IBzDndYxXOcA,H8G6LSxzPa2B,1/4/2018 11:15,1/4/2018 11:28
XVGIDxWR2jkB,4mh22n3ambMR,8/7/2017 10:32,8/7/2017 10:43
M1bPnByGbeDb,OkiNDeRhDaOo,2/10/2017 11:58,2/10/2017 12:31
FNzPffBCZISV,luRriFeNQgAR,11/10/2017 23:01,11/10/2017 23:27
kgToMJNAUukz,TAC9viTRvnVN,6/29/2018 19:49,6/29/2018 19:55
S7O5HRvJQkhU,qgWIVcDkuXkf,5/29/2017 0:52,5/29/2017 1:10
DR9MV4oaApGl,oQt4vDnVRgLG,5/18/2018 6:47,5/18/2018 7:16
qpe1TIbJdmA8,B1R8JIPGAWqM,3/19/2018 11:11,3/20/2018 3:31
DT0HnezGwwUd,DEbUIOl1VXlf,5/28/2018 13:57,5/28/2018 14:10
a7cdaJbxSAYn,7IDZtS2dZsHf,6/6/2018 15:07,6/7/2018 3:12
lQ33AlnqmeDu,swMxOFWsEGZE,12/17/2017 23:30,12/18/2017 0:33
71oCW7pAxMoI,IweBjhKLf6yB,8/29/2017 15:50,8/29/2017 16:10
XQziMA2lVNDK,0V3C4sdd2HDq,8/16/2018 9:08,8/17/2018 3:29
VEMQuuYOiuRn,5J0Sw5qQuLkR,5/6/2018 20:35,5/7/2018 10:11
GNUoIuBNbK1E,qrnDSqw5uJW1,8/3/2018 15:21,8/3/2018 15:35
bSxijt5qOBag,8OrGn72lRzku,12/13/2017 20:59,12/13/2017 21:12
uSTcIYiUySSP,yvoamTVsMKlG,6/28/2017 9:35,6/29/2017 2:50
7kfpMFtCJ34w,OYnYZDTMMuPs,12/31/2017 10:07,12/31/2017 10:14
I3F8haoXqlQD,3Pz1OpI6wAxm,6/28/2017 10:30,6/29/2017 10:35
vSl942n2HoHN,PJ9TNEKKJxc8,2/16/2018 13:56,2/16/2018 14:10
ltwCthIFRq3Z,98QpHxyFITEL,5/20/2018 13:52,5/20/2018 14:18
2ZCEsQWj8qYU,suVPsQFZToUM,4/27/2018 22:31,4/28/2018 22:31
rWXdJnToUbBj,m37sL3guWJdx,6/19/2017 23:20,6/19/2017 23:30
U162naozeM4k,bUTpbGTxZ5Nf,1/26/2017 12:45,1/26/2017 12:55
XkyH7BluzYrv,m6FdnQ2R8oGL,6/1/2018 17:13,6/1/2018 17:31
AAEMgIjwIkSc,7DrTGbL5WdVd,1/15/2018 20:19,1/15/2018 20:30
0VXNSHTBYTbL,cEFtvOnQmwz1,8/3/2017 12:17,8/4/2017 6:45
vfweC84ABDkR,s839c7hTOYDT,7/20/2018 21:21,7/20/2018 21:30
8OHfYoOhxdfO,cnVMl3VC4RMT,11/22/2017 21:10,11/24/2017 3:12
iU2izXXUYEyy,LBR0YggZZTzA,12/7/2017 16:53,12/8/2017 15:52
oMLa74WcW2U5,sVkELVdiS1P0,3/13/2018 13:32,3/13/2018 13:48
imtrC0Ns8K29,gQPHe7x82oKj,4/13/2017 20:53,4/15/2017 20:25
6rcIY3fcXrfQ,iVpmlHKrSNtE,3/29/2018 9:11,3/30/2018 3:09
fX5qzXaHJbzu,wZTxU1ssd7PV,5/25/2017 15:54,5/26/2017 16:02
1Va0dLYwUNxQ,fTQp78WDM9Pr,6/28/2018 16:59,6/28/2018 17:12
9SKI7dyy79Rs,fp8BXMJVKFIm,8/12/2017 17:13,8/12/2017 17:25
mNcF5J05CyWV,rOzLRBpuffEt,1/15/2018 14:30,1/15/2018 14:50
brbEvIIDCxDz,c64Kpa7NYRLx,4/23/2018 14:57,4/24/2018 19:02
7DBYKyX3GPIk,4dPMKSAsFfTY,12/13/2017 11:08,12/13/2017 11:30
MNr801kM1r3R,Nzs5vLCBcw4R,11/6/2017 14:28,11/6/2017 20:41
rV2usSWUqChU,9JuXZ2xCDBS9,8/29/2017 8:24,8/29/2017 8:44
uwXykOMzQcYH,dtpuSCQU3smn,8/8/2017 20:46,8/8/2017 21:03
gQDL2Xbw0eMP,oVfhGVWARUbA,8/29/2017 11:11,8/29/2017 11:28
NgYAukHORvD3,JrW4qTnR0M8C,6/17/2018 12:33,6/19/2018 4:16
qNgxvKDmsUDx,IP2VTITuAI8C,11/24/2017 20:30,11/25/2017 0:18
rLeOMh5F4Rgb,0eI6jAnXersS,3/10/2018 16:31,3/10/2018 16:48
NBJ5M1JpcNcJ,s0hEb05TAeYI,5/5/2017 19:36,5/9/2017 9:45
wMTMCDnCqiWr,keXHMrLertcS,7/17/2017 15:14,7/17/2017 16:15
9gkUhjqRG4nD,YkFvTv6x2cei,12/14/2017 18:40,12/16/2017 2:34
v07FdQihF3u4,iRZEsuHfghcU,8/15/2017 11:18,8/17/2017 3:05
BwZ5m3tm2mMO,ebLrSDifJLN2,8/16/2018 14:05,8/16/2018 14:15
dTMItZCA0SE9,Fdmrvh52QUlP,7/4/2018 21:15,7/5/2018 16:15
CWcIpwdC748M,GhhchWZ4C8lw,3/18/2017 14:28,3/18/2017 14:28
k51VdDKcQeYr,rmrOT2w1nJvu,9/14/2017 6:28,9/14/2017 6:45
ICWZKTlTsF8z,8Q29dcoHNAzG,8/5/2018 18:13,8/7/2018 6:10
KyXi9ENarUP0,3xP7PbHedamb,4/5/2017 8:16,4/5/2017 19:10
FTr1EZvTpMRQ,eaXqv31qRHNm,4/19/2018 10:24,4/19/2018 10:35
QyGxhSBzAvJr,RsJlrE5iJxYS,4/14/2018 16:11,4/17/2018 6:11
HQSjrpUlpvV1,zqW72QeLxAp7,5/18/2018 12:02,5/19/2018 3:13
S5uMye0zmcUn,SEslvBPKOZKW,11/13/2017 17:05,11/14/2017 17:30
8Gs48alKwluz,O80XlHoJXPu6,4/21/2018 8:51,4/24/2018 19:20
BUryiHuKAv3u,z4TUHDj4dYPY,2/18/2018 10:52,2/18/2018 11:55
ROgsVlknoyIX,8FLKA8YkIjzM,4/26/2018 15:48,4/26/2018 17:10
RgId95DYJQrS,3aySqSkau8zI,8/3/2017 18:50,8/4/2017 2:25
E6ZzZK0ZclmO,QXmI2dKDGHDy,8/10/2018 10:56,8/10/2018 11:05
kku01aVeFTdT,uhVw3QTGZt84,7/1/2017 12:25,7/1/2017 12:35
bLR2CH8xFzKd,iiltkjnX2VRt,3/5/2018 21:09,3/8/2018 10:08
U0bqrwaKlG01,H0TQ6b5qwxvJ,11/13/2017 22:29,11/13/2017 22:50
uYNGiBp40gcg,YUKH5d1ig3V5,3/18/2018 22:11,3/18/2018 22:27
dhw9ebk3BHYq,BvvpEMC2qN5U,4/26/2018 14:49,4/26/2018 15:10
C6v9wz66Cm1o,a6hyUEIlBXnx,10/31/2017 22:38,10/31/2017 22:50
HPuyS5HwsLSR,FBCcRuIcD34l,6/3/2018 12:06,6/3/2018 12:30
YyHc9IP9T6Al,iFTRPuctPgtF,2/7/2018 11:36,2/7/2018 11:55
PWf6RVPF6wEz,fPDVzZNyGoxN,3/18/2018 17:03,3/18/2018 17:15
ka6XkFlLgyiG,NYbfghUTyZzS,6/29/2018 22:00,7/5/2018 16:05
6jAozbg8WQTa,7oPwCLJDkBwG,10/12/2017 17:03,10/12/2017 17:15
gWO4yOQoBswI,tyJyaGT9dFdN,9/29/2017 11:08,9/30/2017 11:14
ORB9CyJCzTF3,L1DSya1d4DJl,5/22/2018 23:08,5/22/2018 23:36
hxflRqzKX8BJ,leLjqZOew8Wx,2/27/2018 16:20,2/27/2018 16:35
jz4hXOXi0QOS,PKPrqBDzi7XT,3/7/2017 21:47,3/7/2017 21:55
69RgyozUa6VP,7mOvFlw2qLSI,10/16/2017 20:14,10/16/2017 20:28
zshc5oKIjKyv,oqrqjUFWy9zr,2/20/2017 16:17,2/20/2017 16:30
vbMBjcQRkW4j,Xx0noNKYLJhA,4/1/2018 19:42,4/2/2018 19:35
nX9CTPG8vR9a,93SQ6A51a7Ds,7/27/2017 12:22,7/27/2017 12:30
d1CqzitvVZar,QREvWtcjcDLn,10/12/2017 10:25,10/13/2017 21:07
Jgn0bafiADDC,JV3J1VC9JQDE,3/8/2017 19:55,3/8/2017 19:55
vD7bBBqXD187,1ak1TzsyIbDm,4/1/2017 16:18,4/1/2017 16:30
v2IbrK45wVwy,Cw4b08imO5uu,6/4/2018 17:03,6/6/2018 2:54
1ufQUe446E8o,8vEIcSD0Qdq4,2/12/2018 14:39,2/12/2018 14:50
Qe24airesx8J,TTQebhz8ii4r,4/25/2018 16:06,4/25/2018 16:53
pplAs1ICX7Si,ZCql9FAdMZdv,4/2/2018 9:17,4/2/2018 9:30
dPUL37x0EoU8,ebh1Tg2iE7ev,6/25/2018 17:43,6/25/2018 17:58
mmzk6mi4hpoY,YuqnR84XKmLO,5/4/2018 8:41,5/4/2018 8:55
lRQ6TncT9abX,AOFyAGd6geDA,11/9/2017 21:46,11/10/2017 3:10
tjx23LqFPfPx,xq21CBkqiVvE,8/16/2018 18:16,8/16/2018 18:29
MA51rOb68Da7,QvKmkUsxFdOP,6/27/2018 0:18,6/27/2018 2:55
FwMHol0F3Udl,ni1QsRxr3PJk,7/12/2017 17:47,7/12/2017 18:03
nl9CZq6Qpdue,Tk7KM2QuKMCM,11/20/2017 13:53,11/21/2017 4:07
Feo19OBYIbmW,MluY6t2Fphri,11/24/2017 9:19,11/24/2017 13:12
Ehl9JrMKRgqv,C1EYTzTU1TE4,4/21/2017 21:53,4/22/2017 22:01
V2GDIVEKE7p8,ycReIoV9ZcKc,2/28/2018 22:39,2/28/2018 22:50
93oU021l9moE,YuAvYhcDp6PX,12/4/2017 18:58,12/6/2017 18:51
L0XtUJ29KqxG,yqBol8oNRRth,10/29/2017 14:24,10/30/2017 11:11
LRhnorbixpOm,bzlhGhl4hhzB,3/26/2018 12:36,3/26/2018 12:47
OI8PzSOtr9rf,grMF22iDePvd,12/11/2017 11:37,12/11/2017 11:51
Ivmj3sYNj0YD,NsJjjO0p0OVN,11/18/2017 9:48,11/18/2017 15:46
I3IsdkJPb3l1,iwaOwFCscRxW,7/8/2018 1:07,7/8/2018 1:25
hv2QD5n2rVjj,GKwSGLeSQPjm,3/21/2018 22:59,3/21/2018 23:10
1exUadmzskhp,hTOvIcvhG41S,2/23/2018 13:08,2/24/2018 2:35
IJOZErfiWNfr,8ImyQXSbkohY,10/9/2017 12:15,10/9/2017 12:28
TEDZjFvoVayy,qUgTWPhBa9W5,2/12/2018 0:32,2/12/2018 0:50
IahEp0L3QcNY,dk1051jOGmQe,9/15/2017 0:22,9/16/2017 2:55
vX3pjpeSX2Kp,MEFvkL98iMuZ,3/22/2018 17:21,3/24/2018 12:08
6pyhp80q1Di4,jZxq9ergeARu,11/16/2017 22:02,11/17/2017 17:27
yrqxMrqRuhVI,vB31Q7mBOLLd,2/1/2018 21:24,2/1/2018 21:50
0DPMOQobXJ7O,rbtRyIOJfjrF,6/6/2018 13:17,6/6/2018 13:32
2ZAC6TVehOor,HmDYlMRSfqkO,8/10/2018 20:43,8/10/2018 20:55
5l6a9gAFYcs3,3Zy7hbxMEp4Y,2/19/2017 3:33,2/19/2017 3:45
7D4EK9EpCFyh,2iXDxYO4drZZ,1/30/2018 12:50,1/30/2018 13:10
bGNbKcOkwIEF,W21gIprE82rT,7/16/2018 16:53,7/16/2018 17:55
SKftuAFuV8Lq,9Hmya5P1AONA,5/5/2017 19:57,5/5/2017 20:22
3lwPqwCbjXZt,liAlYdZrguIB,8/21/2017 13:00,8/21/2017 13:15
abga9AFc9UIV,H1rsGSFfLfkF,4/24/2017 15:16,4/24/2017 15:25
8JZm114glOmh,4Bktc9zo4g0V,10/2/2017 19:14,10/4/2017 3:04
iyauy7lQWtGG,T9e6PWnJAaL5,3/18/2017 15:22,3/18/2017 15:22
VMEHTJoUVRZ3,VVYBRrVEW9gZ,4/24/2017 19:39,4/24/2017 19:50
oh7UkqMajHSe,dLVJcHfyfnu6,3/20/2017 23:30,3/20/2017 23:30
HHqfKsCwLf9n,5gTBn0m5XzzX,6/29/2018 11:18,6/29/2018 11:29
XlbfrhiYbfgv,1GAD0RhzYjAk,8/2/2018 16:07,8/2/2018 16:43
V1gSfGgJ7Skl,L6ITRtQXqnFm,3/21/2018 14:04,3/21/2018 15:16
U33ElqxxVjTT,aOndg44Xk1hK,3/24/2017 10:08,3/24/2017 10:23
PgejfYAhElZG,AyhXgqcw8ylJ,11/20/2017 19:19,11/21/2017 3:35
61FZhQSJV9dX,yXntd4ewr6ye,8/8/2017 20:01,8/8/2017 20:10
84FHBdA0psWq,Slb75QUQ66J8,3/28/2017 14:10,3/28/2017 14:22
m2ndpKsyeTOg,sJQVNx4eWMTt,7/18/2018 15:22,7/18/2018 15:35
AS1IYV8j6j3k,WIHaGxP35qNH,1/16/2018 17:38,1/18/2018 2:12
TRFnRZpZAJjX,CBF6cljRZgOw,8/10/2018 19:29,8/10/2018 19:44
bRqHa6UA5YTk,u542Xgu8mBlh,5/4/2018 15:27,5/4/2018 18:16
drdgonw8G838,2I6BlNmfd5HB,10/31/2017 17:26,10/31/2017 18:31
8dg0cuMhIKYi,3S3K02cypSOJ,2/3/2018 18:21,2/3/2018 20:10
e5SUCb7ICMhC,oOya4VuCBBqR,3/6/2018 1:39,3/6/2018 1:50
a3y5JxlWyo5I,r3146GHEZI6o,5/8/2018 16:48,5/9/2018 16:57
taK36eDDTlqM,7hTv4qVOM1MD,5/2/2018 11:55,5/3/2018 3:53
P2ZmdkOvLJeQ,YlT5dSuH444w,4/30/2017 21:38,5/3/2017 11:33
i6TeFoCsU43P,pzqaFRHs8V6i,8/25/2017 16:11,8/25/2017 16:25
PZPZqoqHtx8x,ANaTOIWmaIA3,5/8/2018 15:27,5/9/2018 17:36
Z06a8aDbzRlw,teGz8kutz79c,1/19/2018 17:59,1/19/2018 18:20
AMRSEPuLBPB0,g70yPr3NCfy2,4/25/2018 11:11,4/25/2018 11:31
W9ltmvBvkqkX,fmqt9fdblZii,5/2/2017 8:55,5/4/2017 2:50
TGx0WocNhps3,EJBFRZpZwf26,11/17/2017 15:31,11/17/2017 15:50
0LyHxAEikVlu,wPbp7A1ON9WR,4/30/2018 17:59,5/1/2018 5:15
hCX7L2Pdymn3,Y0SCkuTycvsR,9/12/2017 20:30,9/12/2017 20:45
RB3Iiq0TvE60,AqGYTNPWofIP,8/8/2018 19:46,8/8/2018 20:04
995YBEgJ07ul,BaXCSqkSOl5d,9/29/2017 23:32,9/29/2017 23:49
IH6DDK8rpLsN,vdfSBQvm2SYX,5/19/2018 11:11,5/19/2018 11:40
2URNbIoBQ34P,NUUTq6qOFU0b,8/16/2017 20:52,8/16/2017 22:35
7JVsQh2L3GNs,17O7QJadHobB,10/6/2016 8:28,10/6/2016 15:49
KZ0vHTPVbWxa,BJbNwubzVrhG,5/10/2018 10:41,5/11/2018 2:57
6OgSVBwt8R87,ikd7kzXlzH3q,4/18/2018 0:25,4/19/2018 2:32
C3ldC4ePOmfu,mHhcIus3sAdL,7/14/2017 14:59,7/14/2017 15:10
