order_id,product_id,seller_id,product_category_name,price,shipping_charges,product_weight_g,product_length_cm,product_height_cm,product_width_cm
hHrTpR1qWNTP,1FNaSJpPaypm,C3gKEngLJiFT,toys,692,17.14,850,20,20,20
y5l7uk8OCFC5,YNlp368qMYuG,bZ34cS1Dgq6i,toys,1335,58.61,650,74,15,41
fadRSyGms8Cd,iyvfpPCGP8XV,kT4UPkqxjZhU,toys,849.5,8.85,1400,20,15,15
6kRHcWmeZlH8,BoymhwN7W1q5,2jTASjIU2rIf,toys,97.05,23.6,300,24,12,12
P9KX1HjfurfG,RYQa0YId6kkA,EGpv4plsYpt1,baby,420.07,70.34,400,29,12,23
qzOPEYUv6Bpo,H6EbpVsFlm5M,AHG0TE6bRNNY,toys,139.9,6.87,200,19,19,19
73KYUzkEbuvy,NnvybAZj9eXV,J8zCrgNURNmv,toys,509.99,2.46,1000,37,23,35
LOqV7WyhqX2s,O2kDYa64AhWn,6S5BD1ybM0k0,toys,399.2,34.33,150,16,14,11
oXyjfF3ieTkt,afuylyyK8HPB,WG2pVERAEzeW,toys,729,32.95,750,46,10,33
T7LYCEEMGR54,u539LJzLeDzM,K3pf5oeH5BI5,toys,2139.99,50.48,8900,105,12,52
3sAobzCrFeFp,7grztYpCkySJ,K0qPVGdA91KO,toys,1001,51.45,850,20,25,20
HvDfcOEm6sw9,wdV7yJzaz3Su,coi9xkdo66JI,toys,22.3,36.96,4338,17,12,14
ihzIIrfM7uGT,MXfRU6BvSbFp,lDgTgJkGaleB,cool_stuff,293.9,185.73,15350,47,40,47
2Ibe5wMhXjZN,20gZ5JcJwEwM,yGbPyLPc8PmT,toys,106.74,6.25,150,16,2,11
c45Cd3LB97DO,18OtGomoOTRC,dHUHvmn8Gewy,toys,109.82,20.9,100,16,9,11
5eSUTDrXOD2X,QAGgUKg2x09T,3cqSxyYyqpx6,toys,128.99,51.19,500,35,10,11
hFFipauoPa3B,ctAoYKjv5kEz,VMALVQ8WsmKg,toys,42.36,68.88,750,16,16,16
h3gPpPcqDzWK,JKs6VT1rmiwE,tjn9TXOjEGlU,auto,419.9,47.55,300,17,10,15
CyCNYVGrcCR1,ro08JPncYzLh,r7VxefoTVHbb,garden_tools,4099.99,67.36,1650,30,22,30
FTUq6WeTXzsE,ajtPdPNFRHBo,ftbUjJ6Gsazg,bed_bath_table,138.94,53.01,3305,65,12,45
OlU9DI6b0LxT,5QSigweVvCCV,WG2pVERAEzeW,stationery,26.85,131.19,2283,27,35,35
CkMqNKA4SAEp,liuZFo18yz0L,va3iGyjj4VVz,toys,1590,63.79,1250,16,16,15
557HD9Sxc2qM,6HidHWDMSVqk,coi9xkdo66JI,toys,146.94,8.13,642,20,13,16
1yCSt56RPsUK,zEJjfNqfAWjE,ItYhqrkUww7D,toys,72.48,19.96,1400,26,13,35
7FmY3d52iiDZ,NRdnqAmNJ3Gg,Fh5z5uvA4neX,toys,307.5,17.38,400,31,5,16
dkuIFU6GN5Ih,rpc533nr2KMl,4Qi71ZsjOJIX,toys,125.46,20.67,850,20,9,14
3Q5qNQ05Dko8,QHsivJdVrxS6,ww2Z1B2PFAzV,toys,475,110.14,50,17,3,12
4uPXUyJ0GSiz,279KdDgJYL8j,yHsOFiqVrV1u,toys,344,59,7650,28,55,37
koqiRpiA4GQ5,s7F4382P6OJj,7JtHJ8kiNtes,toys,38.48,61.32,150,19,5,11
cSzzTfkBUZIN,aXYb0flhvRkk,dihwpSHrqtI2,garden_tools,170.7,55.54,400,30,15,20
qUV6NqhaNyni,Yn8x0u6bkck5,16pMg4KJ3hIj,bed_bath_table,153.4,22.18,525,24,7,29
StwbfzglPNcN,bqCRMaaMtTWX,2a07LobkzHUx,furniture_decor,188.8,90.98,1400,40,10,34
ciOiCUo67EJR,GoTgeG0aktBU,HPuxRyj1uNUP,toys,399.2,2.58,900,40,2,30
or2nP6qyhlrZ,92V8C9xoOTQB,FBr7bTkcVwez,toys,2139.99,43,300,23,7,15
8Mx6PHmpi4xS,SESkOgF0nWnh,YVBAT3QqF9Qj,cool_stuff,89.1,38.15,1600,42,25,15
Fj5OKpUKgieP,unyXXeCSrRdJ,0IrmNDkZ8lJi,toys,420.07,34.33,264,17,14,16
r6JhAzVK0Pt0,NpxON7n7ocZD,pxyYUYfBOHRj,toys,46.2,51.45,500,40,18,30
oE5ykYkj1rq6,IJJL2iT7InlD,m6IJZtqbZBZn,toys,889.9,35.19,450,16,4,20
m6581NlGTkqS,OKHSJvvblnaz,eoYO9MccUByn,toys,265.9,78.64,1000,35,8,25
uACYc58mVXfJ,MUIEAN159RuU,kYHploWLdvqh,baby,820,6.87,450,30,7,20
eOO6DHD1Z9Og,GeiL1yO3rTmV,IfkTaAAVww4a,toys,189.99,55.51,325,46,8,20
nJaS5OwLCE5Z,ZnwBU8MsDTww,K3pf5oeH5BI5,toys,135.64,11.39,950,35,11,11
2WSvR7LgImkO,w24OubMtbtKi,SGwFhzogonFC,market_place,37.84,22.15,950,26,17,24
e4fAfh71FCQH,mkFewsYcqU5A,STj3c88kfxpu,toys,133.05,32.34,300,20,10,15
GASD9X3BJOXD,pIsDRb4xbzyD,GwHrbZ3UqSSL,watches_gifts,345.6,33.17,350,16,14,11
qJW5bHVrPmba,kRhbUffrpyrQ,BWczKEOZMEFy,toys,778,81.56,2550,69,11,11
PXFvVoaS7hwq,oXSANnOMWjmc,yHsOFiqVrV1u,toys,49.38,38.37,7700,60,20,29
Z3NJj4ks2vMb,7RYieb3htbjj,tjn9TXOjEGlU,toys,125,42.38,300,16,16,16
iBrW3RlbLUu5,iRfmqpDKq7k7,ruq0u2ZpAMDr,toys,107.63,88.09,1700,34,7,32
VktW8uwPpiPK,Ctna6K91xCGI,IfkTaAAVww4a,computers_accessories,1129.34,70.95,325,46,8,20
NEEviznniEHC,mAQnBnmbtRch,M6TixOZBMyqh,toys,206.57,5.01,1450,25,15,25
fIachBVeynTf,eLX87xsfhmr3,mfE47TAJF4NL,toys,16.43,7.61,250,17,7,12
uRADY3fiuQYJ,wqTpXRtvKpd7,kCGmKvmZymjH,toys,26.77,3.81,342,18,12,16
uADec95DKTH7,UPyZhoifFKyV,ruq0u2ZpAMDr,toys,261,96.28,1700,34,9,33
btVYlVjq2Dwq,kvAXtKx8db3H,9G9sbLy1ABkN,bed_bath_table,106.74,58.13,550,23,15,23
6IGQnakyYQaw,3GG95D7TCOf3,C6WhdSZuLC8r,sports_leisure,29.87,41.54,1350,16,16,20
ddTwFLsBBBd8,aGBk3zAXtnjk,GyQzkyOEmhtg,toys,26.77,72.15,1900,90,14,18
v2iZ6akXmQEg,8mkwGz8Fddiq,2jTASjIU2rIf,toys,97.05,16.76,200,42,12,12
PwHYRgw8z7wI,HaQVlA8QcZug,dSEHH0pKrdMJ,toys,849.5,13.68,5200,52,6,52
j6OMugqV6cJd,vnvcMJ2xQOX4,l1pYW6GBnPMr,toys,548.35,32.34,250,17,4,12
PUP3cwlk1xML,GwVjXiACbZq4,s9PULoMk80qE,sports_leisure,10.35,34.03,6450,20,20,20
AtLdzDo7edFw,m1hxm9WkOFOd,TuPm19CMKvrM,toys,114.89,33.48,900,33,17,12
CVXj3kp4n3aI,j8sRCtouww5e,GkCWRPoKe50z,toys,779.9,32.34,600,20,10,20
xz0O6ITf28jL,QR4t1JJWqwj9,d3UkhSmgUAO1,toys,849.5,70.34,2555,55,17,48
dn6YX3R6xxB4,5VpIQTQR0STP,AtrLVfFKyuAA,toys,515,14.42,675,33,7,30
0QsuLPk6Co47,GstofOq9uebH,kiirS0of7bJI,toys,71.8,9.84,1100,20,20,16
lO30PMCakqRD,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,50.83,2600,50,10,30
Z5jTQSCx2Y2z,JSVfrpcI5X9i,RrhUJPd2xCYy,toys,107.63,41.75,400,16,20,16
G1YW9xFdy6Cv,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,19.93,2600,50,10,30
Bw8R2oAx9SmC,jDSfskkXmsdS,UOGIrJtSldvd,health_beauty,314.8,63.1,350,16,7,20
sXaomjcK3TDv,Fzx2XNRjNFek,AHG0TE6bRNNY,toys,161,0.99,650,19,19,19
iTKE9H86fNIN,OsCBEzRHvS0x,5Ja2lH0N2OZt,toys,23.95,20.22,2363,23,27,19
ZVpqNsHQrHmO,NeVzdt0ztcjb,htfLa5LKJYWU,toys,187.43,30.5,2600,40,21,25
WPlErCAdgkS8,aGBk3zAXtnjk,GyQzkyOEmhtg,toys,26.77,41.39,1900,90,14,18
QKyOe5QacMpB,Kng7s6klzhxE,coi9xkdo66JI,toys,159.91,142.47,450,17,8,12
mas0DchWPymt,TQZM9o2byyHa,T5TAziawiIyq,toys,189.05,82.67,5700,20,15,13
TJasJn5LjXSb,exgjR2j3tGp6,r1MWgvi27H4g,toys,509.99,6.25,600,20,10,20
jbh3jdceJoiU,bFMssPOBJiPp,cdFuckm1t0Np,office_furniture,77.07,15.24,11875,57,55,22
dVvWORSyIUpg,WFAi2lUukuCg,YerjZTY7wKZq,toys,189.75,43.25,15400,61,61,19
tHl4GOX17Nhx,ItUEMsARYsuL,IHL7YQnnU4LS,toys,111.27,47.55,150,16,16,16
Ee8nuKrQtLHy,4ifJ0MCOrAli,qMSMJjxggK58,stationery,125.46,15.4,1100,42,20,31
H5SwOtXrHrI1,1Shu25hw8jmU,eOhcPgdVKUYw,sports_leisure,266.55,47.55,150,16,16,11
S6M63BEeczQZ,Krj8aFlq9v6E,oGYw3FCx0i23,watches_gifts,34,13.5,250,20,16,12
7JGzvNKvY9Q1,J8gC2gpheGqo,eoYO9MccUByn,toys,1122,28.82,2050,40,10,32
TJ86kbW057Yw,7grztYpCkySJ,K0qPVGdA91KO,toys,161,25.87,850,20,25,20
k7yz9VveDWcs,i1MYsfWarAsP,WJYSPUczjuql,health_beauty,148.5,48.71,3600,16,28,11
clxZlPMELh7P,SLTlrWtcYt1m,r7VxefoTVHbb,toys,692,2.75,1750,37,22,40
8GJiFZzvoxPU,5RXD3fnaex72,vmUdCiLPoz75,kitchen_dining_laundry_garden_furniture,71.25,9.97,3300,40,20,60
P14cOO563UrA,eDl4KPdPC1Hd,xlwedf1VX1YA,sports_leisure,171.9,4.52,300,22,6,16
ARmEkVHB4YPt,7ZBj1WGCD7Ka,PHpgfaOYXNWz,toys,128.99,111.38,1100,35,15,17
o9QrMJeciSQs,OZLgKE140Uv1,YlP5976VHgAM,toys,836.99,20.9,450,20,12,17
Mcw2nBXE4jFA,vLzJgpRoxzR3,7OKhjPME8ZK3,computers_accessories,56.89,7.12,214,18,14,13
Bspsl1v7qgEn,R4bt81kYnLLL,5Ja2lH0N2OZt,toys,490.9,39.51,2079,30,27,24
3bPwiR2Oz1pE,SF7eaxFHBZVE,ARNPJQjYTDDb,toys,108.34,47.55,350,20,12,12
vX6yNhcn0RGo,XB6pBX00HtBh,ffUNNLStwOip,toys,376,61.32,600,30,12,15
covmFN5MeqCR,cQW0QbebODEH,OdnRCxXEzI4n,toys,34,100.14,119,17,10,13
6MZyEHM1aFOt,zcZq8f268NxN,eoYO9MccUByn,toys,692,22.56,2050,50,10,40
9gTIYWP0GbvP,ajtPdPNFRHBo,j6ZQXHPSPppN,bed_bath_table,107.63,85.75,3305,65,12,45
ahYMoIJHzfuI,JSN8uEBO3QCg,QVo9EUjjuncJ,bed_bath_table,34,6.44,2250,25,25,25
XbqElRMLU64J,U12L66pFn1Cd,ruq0u2ZpAMDr,toys,128.99,20.3,1050,38,10,38
aJgdU7jrC35S,aoTTsnWYk2z3,VZmgxK6ws7Pt,toys,117.56,41.82,1150,32,5,30
pUoGpFOK6qfT,23LcKW2ypPVd,Rmpe2RtJYyuw,toys,75.37,34.33,300,16,22,15
Dq6uiDbng7xi,QswxUPYwgvyE,ruq0u2ZpAMDr,toys,128.99,12.59,1500,34,7,32
RCq8MTGsUEle,yCiH1w3OtscL,pRu2LZ9MCovA,toys,140,84.96,4500,19,23,19
PkKO81H85RIM,8kUYWjdaVCxf,oI8R7WsNWWBc,toys,50.21,161.82,250,41,2,29
ahTZh26X7qsC,tmZ9KOfKzAWT,39KLUoY5AbiH,toys,509.99,29.31,750,30,19,18
oWjFTs2T1q1C,XW04U6VMXg7T,YRYlK9uqyLE6,toys,18.42,44.29,367,23,12,16
IqnDJ76RdKRd,XhUFUsNxI9lK,TuPm19CMKvrM,toys,111.27,70.82,1600,35,25,20
QMnjM6aqtaUn,oARv5Rawp5k6,dQCmV6mcOXGX,housewares,164.98,51.45,553,18,9,15
vfxwV1h9N2ai,416KC3WZ6EJC,tQFHgEUSAMiP,bed_bath_table,98.62,54.64,1600,48,6,39
qzR8spTrksgr,vBMIZWKHFhGV,jSOhwPWVF2Xx,toys,145.95,32.34,200,19,4,11
CVUuvNM6cG2Q,TnDuE4ryFxwu,nQlmkVGs3xYh,toys,359.5,37.94,7200,41,38,63
CMvoOx9KEv2a,p5pY2S6t2FJh,vYu5aYeAvyzz,sports_leisure,72.4,60.02,525,29,16,20
UE0FUcxW87s0,5LoICvDCL2lu,pyXrjDlA75sV,toys,14.1,30.56,700,27,14,15
v4s7mNm9FKoO,PSS14qFZXi59,3KuTukGXgD7C,toys,33.41,132.94,300,16,4,20
5CzS9esk5AX7,EG4wDSpFyTth,TuPm19CMKvrM,health_beauty,319.29,137.13,250,22,10,18
3UFpBVxJqsxU,ab26E6rVHySP,tNJnfkCxzhmN,bed_bath_table,134.49,28.85,700,16,10,16
DBldlQ3IpgAv,5YtOWTc9MChD,tQFHgEUSAMiP,toys,24.18,132.76,1350,36,8,29
Qs5vz1krjxCI,OMZg7ekzEA5f,quRHu0B8Aaes,toys,101.75,42.59,248,17,20,16
uJwDplKM2eh0,LH2UTMzGymX1,aYpLAc7NKKe7,toys,170.7,70.82,410,39,3,28
HIcoOmf8bG9A,ZSRa7omH4TO9,8CQ9epWunOJD,toys,399.2,32.95,833,23,14,14
oPs1OmwFyeoy,xDEf8mMYKXzH,Be87c2yozFhY,toys,223.51,56.09,2000,25,35,25
G0JATlZUELZn,wH0VxbCYIkrj,Ivbw25fb5t2Z,furniture_decor,23.95,45.24,8500,75,25,55
gkTtYLs3uG00,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,252.99,50.83,2600,50,10,30
cmqipkicDBRT,nA91hHD1MxtM,5FvGdji6skxT,toys,820,32.34,150,17,8,14
uwOQZXucfRV8,W94GLNSVu1Mf,8zxK8FpylFu8,toys,190.06,7.63,200,16,9,12
apW38oJLNORi,jdLnbxAWwIdX,ESs66EAdIPaF,toys,100,55.92,800,68,8,13
VBpqfLSwaejy,NR6RSv41Rbb4,8rHUnSQeQcMj,toys,295.89,75.48,950,45,15,25
8KuCkdAbbJvr,ZUbi8Q1eJu0t,mUBkuAnpxOSZ,toys,30.94,67.96,8800,100,7,35
gI9VF0obCJDg,ziBmQFvlstbc,3RErtNzohFr9,toys,89.57,47.55,300,16,12,20
qhLOUuE8iX5e,1qaf2cUzY2Zl,mLFyDUkbepPN,toys,1988,56.8,450,20,10,16
GPTgUAcQXfKs,BYpTxdXSvTNN,yHsOFiqVrV1u,toys,34,87.87,6350,38,30,28
A9fduIs3IH9S,X1XM2ibVj1Pp,ESs66EAdIPaF,toys,56.89,6.08,700,68,8,13
bGxLYlYPcgI3,EvjUXB2aM7fN,0kd4nvPqfBUC,housewares,153.75,12.28,250,16,15,12
4Kt3LgVHfhbr,xD2cXjUQHMVY,ourm5UIVbP1x,toys,2200,10.72,8500,23,16,24
kHLOfbF0Joi1,9ouNDAZPKapa,s9PULoMk80qE,toys,56.89,21.19,2200,16,11,11
GwypD56I7G6z,wEXYeIBMtNpz,7qJpsaaCZOk2,toys,71.8,15.24,1700,65,6,50
4qkhBnqzLjRi,jGCoXj8ReJD4,EGW4UK5bOeEZ,toys,87.85,27.23,16650,63,58,24
AxxJaWHSEOsa,66Z9t5CicaNE,EvIVtzFQae0n,toys,820,47.55,100,16,16,11
gtw4qxr4xxzS,0WyL1PG2mUrt,AvTLykupHOIB,bed_bath_table,31,6.87,250,40,4,30
Og2cqrWefccS,Sx9XdlgmwLM8,HQ4j3Fr6B61e,toys,578.9,101.57,7625,61,14,61
gmUIl8jcXOXI,hjcTRrVZSki0,qeM9i4J3ypy2,toys,966.9,10.27,3400,20,30,30
0tpDupZZ6Uak,BNik2U2RSE2z,XLxN4hdOlYco,toys,48.99,20.9,100,19,3,11
zCkDTfuypVuq,oUaq0Emczjrp,AHG0TE6bRNNY,toys,5.99,78.84,175,23,21,21
ezrPbKYh9Iem,00FVdl7l7TLz,bI5cDrYjs9Qa,toys,404.88,82.44,3300,31,32,31
catt5PVGMcV8,WZoXh8Ho9jxH,YVBAT3QqF9Qj,toys,282,77.6,2100,42,25,15
8qgoUJcJu6GG,cJJm3sa4Kwvp,j6ZQXHPSPppN,toys,95.03,22.37,1800,30,20,70
WJnN8M2MrP9Z,i8rOWNVCU8SG,X5fhqRmuvQ9Z,toys,1949.9,47.61,200,17,11,15
TD5AlXyjGU4B,TevrL75VIM1s,ftbUjJ6Gsazg,toys,966.9,43.65,2000,56,15,50
XubLTAh5hWFg,NjJblvKbHWAO,fPCae5a96bO4,toys,93.97,38.66,3700,25,35,35
r4VLLMoJSEac,C9bSYfgtUhWN,dHUHvmn8Gewy,toys,56.89,29.87,100,16,9,11
sFUbzGFwC9Wc,BF1FvhTSuaYX,s9PULoMk80qE,toys,692,48.34,350,20,20,20
xmNJgyYpwF3w,axLBYi1XjP6J,oI8R7WsNWWBc,toys,50.21,20.9,200,41,2,29
N7pHaA6hcM7a,Xm4qEx5V9SRD,nP6SajyOktoO,toys,849,61.36,300,20,20,20
jSloOqX3e1qe,5XyF6Al83MtA,eOhcPgdVKUYw,sports_leisure,66,21.98,150,16,16,11
6C82HWGw6bp6,GkvjnL6fDWmm,AL72hKJY7h2J,construction_tools_construction,28.82,46.13,1000,60,30,15
wk5Whkcuc24O,LwkZiTAyU1Rh,h5jBMl1c5nuX,toys,8.49,47.55,83,18,5,11
Uubj3OWxEBny,8fRjXkjSGjFo,s9PULoMk80qE,toys,1750,16.38,4350,20,20,20
THjqHPbXmx4m,N6w5sp14LqYs,AtrLVfFKyuAA,toys,49.38,34.79,1550,32,10,28
uZ1eVufI0MSv,3wIlnPPUFP5G,mFvZj7UmZKhl,toys,30.21,20.9,200,20,9,15
XAhIolTqLpob,Ffe8gTdmyO3U,4cJY064rRFhL,toys,107.63,22.86,533,22,11,20
kONkRFts4HwQ,Aark4PWLirgf,16pMg4KJ3hIj,bed_bath_table,114.62,25.87,700,45,15,30
R0d62YNrAQzq,Lop1i8PjjeiI,l1pYW6GBnPMr,telephony,125.46,37.9,300,17,4,12
YZcZ2CyHC6a7,JD2p9wPfOt11,9fFFM6RBxCkT,toys,79.2,110.04,7350,25,62,25
SaN7hTNSu59q,lnHC99v0nAw3,PYNH4MOEQaXt,toys,223.87,21.91,5600,40,20,40
fi4eaMo1PNYr,T3rhOgD5vNl1,JZPhFrxpqDgz,toys,517.65,6.32,10750,31,61,31
UyVRnvAmY4eW,HVfOZRM2enIb,vozTKf0tG9Yi,toys,28.82,49.86,600,30,40,50
TNeX21Mrtogw,PJxDa1BiwKkC,3jC10JF4xtfp,toys,254,14.68,900,36,10,19
YAXWP51cXld9,HpMbJAttOmXr,UOGIrJtSldvd,toys,359.6,86.85,3500,36,25,21
ZGKI0egbQKGh,uhR7YKVFm3CF,K0qPVGdA91KO,toys,1589,30.66,1400,20,30,20
hKFicKnwJQXZ,3xp9TlrxSaSg,9G9sbLy1ABkN,toys,75.25,104.73,900,38,20,28
lnZt7X6bC15V,epAUCxuej0we,hLW5pG3JWHbF,toys,155.5,20.9,250,23,11,22
zBsMDH6EHnGa,LiJFmZUssTUg,Q1U0Qncng83d,perfumery,509.99,9.44,200,16,16,16
OyQU8EKX1K0y,qjquOwfUstem,ErNdnCxofJMU,toys,145.69,61.32,200,16,2,11
EUdIwp8pjEhk,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,bed_bath_table,87.99,13.14,800,20,20,20
Gy8UMS3tdhFu,FiB67hfteyak,9IoQ4CUO45Pc,toys,749.9,20.93,1450,24,18,18
xdAX9wkVjeSl,B6WJKHVFhYra,CHcF5bHLa7jn,toys,329.93,45.05,300,20,7,14
6koC5KvFQNXZ,Ui22w7SlFMmL,lnvB1XSo3zwf,toys,1690,52.74,4800,20,50,40
A3HyVSkJk9y5,ygiUeDRcViJK,V8Stg8HdXCTe,toys,395.6,134.25,300,16,7,11
kHfUZ0ontvRH,B6C43Hd7jJSA,J8zCrgNURNmv,toys,18.42,70.17,3400,47,21,41
HUiBMGrsFmwp,PhGEuJiLXIFj,4YvZWfI3A03T,toys,234.9,54.04,700,35,8,30
7b2Nstxw5egH,Kcqn7MC2IG3l,mmCZV9eruyuF,toys,134.2,55.91,225,17,14,13
1dzDy4Oh6fNw,SitPMWGsmpa4,WUOUhAYcu4tr,toys,13.97,57.15,450,20,20,20
WM8akCUoaPsn,tk5jaxynSXF9,ruq0u2ZpAMDr,toys,28.82,10.56,1400,46,2,36
WZvAm4XdzIs5,fDazHvraSst0,PDSTi0ZLH6ek,toys,101.75,36.97,832,21,19,19
pHBC73bBVl10,HdDbKRa1doWL,bZ34cS1Dgq6i,garden_tools,78.73,97.74,2300,23,22,19
43PwHhaaHvNA,QxOeP6UgWq2g,YjE8stHK4BUV,toys,100,6.33,1009,17,14,13
jsslpVV1okZn,RokqYzTZLpwY,4rtH6c1PSmrF,toys,60.09,58.13,5400,20,60,50
1YggmTWCrbAX,Lw2A2EVuN6p3,aFLwzlMNYqul,toys,455.7,10.65,14100,38,34,34
JRG3N73AwM6A,MfZGjLefxNPl,AvTLykupHOIB,toys,2600,70.34,200,30,4,40
5qLmZTrmPf5M,GBV0B25C6HxF,RlOHlMxGbwXj,toys,749.99,17.64,11325,18,105,30
SMlePuQkXcvE,nG4ODO1G82WU,ruJhmKntc1UQ,toys,125.46,7.67,3850,52,7,55
JNI30R16LOPC,UXjETaNNVI2Q,YVBAT3QqF9Qj,cool_stuff,624.75,138.23,2850,42,25,15
2ZqcphZCYF6e,VyvqSoUrvQ46,EqPcJSwcfSMn,toys,142.14,68.69,363,18,13,13
VMZODchGTzcG,Oe9RxwZQV7Ks,KH9VVC2iPaCb,toys,42.89,161.82,150,20,13,18
A5FayTm8tCeG,D08mF5SJrYGz,QJ3gwfhIcqes,housewares,145.69,2.46,200,20,15,15
4UbXfdfZqylE,VnLVgXPyuNYH,kiirS0of7bJI,toys,319.29,67.12,600,16,20,20
FlRqD2Gj86Zu,PwoiOjyJfSJK,ruq0u2ZpAMDr,bed_bath_table,403.9,22.61,400,20,2,15
6czyCQVE9xWv,XE3WQbOyCHiN,7IbYDg6GDP4I,toys,127.77,10.68,550,20,35,20
o0qs4VNNvcwj,PpHxuOV3R15h,vxQT8FlJeDdN,toys,38.95,163.52,525,18,8,14
oyOMwDm6LZ52,9ouNDAZPKapa,s9PULoMk80qE,toys,56.89,22.52,2200,16,11,11
UcEtMMs2oE6I,mUzVm5ukrxKM,HQ4j3Fr6B61e,auto,120.38,35.01,5950,65,11,65
nBsSAJq8QuIc,FmNNJfngLkqZ,b0BP2o1ZCErn,toys,72.49,166.91,2700,46,16,25
Nn1eA7ktBXNG,uV8aJmwNuzUk,5Ja2lH0N2OZt,toys,114.9,35.48,1950,24,35,26
b3wyTNBKEY3O,hDDhBjIMO6Mh,k6Ksam5fmXKf,toys,142.14,64.25,1100,20,10,20
Di9bWkYiXXHF,hrjNaMt3Wyo5,r7VxefoTVHbb,toys,692,2.75,1850,37,22,40
GhXh2FFhnW1e,K2G0YWCAUbX6,ux1d7N0zioFv,bed_bath_table,84.65,19.63,2700,45,13,35
8hSilyKMqk2Q,5a3fOLvOnQ3s,coi9xkdo66JI,toys,95.17,111.47,396,18,11,14
rF2NtD3AtGeM,qDgjT36KwfcF,HPuxRyj1uNUP,furniture_decor,128.99,31.16,2500,40,10,30
yMt7iq2NDKUN,EOQHB4tUPk3t,rFT13UJuGo0Q,toys,67.58,131.19,500,16,16,22
GZQ3w199H84W,6Ww1i7qd1Zqu,YVBAT3QqF9Qj,cool_stuff,71.8,9.84,1200,42,25,15
W5o4fZTjg1Z0,oM63q07fHmdT,AtrLVfFKyuAA,toys,106.74,76.73,950,35,3,30
5h4nSUHM2lxb,VBq07NNCYrMq,UOGIrJtSldvd,toys,148.5,21.99,1650,40,20,20
gf1iFEhbFcOK,CvtNxyTPsz7k,sctM1gOcIn3a,health_beauty,487,105.84,555,30,12,16
nYv89Qr3qDQ4,B359SgHMlXqp,ffUNNLStwOip,perfumery,420.07,32.34,200,20,5,13
8q1bgikWTJpj,ro08JPncYzLh,r7VxefoTVHbb,garden_tools,2899,46.76,1650,30,22,30
GjfOAHgMuQpY,ATu1RgIDA0rM,l1pYW6GBnPMr,telephony,548.35,32.34,300,17,4,12
8FvOxb8HzguM,HPOCq8vZi22U,EGW4UK5bOeEZ,office_furniture,244,47.68,13350,57,56,22
Jw4VjkGuJnMl,5a3fOLvOnQ3s,XDUcHHAatIrl,toys,75.25,35.07,396,18,11,14
o12zAtDtVtkN,IZJ1OxprWZ5U,AvTLykupHOIB,toys,182.9,30.66,450,40,4,30
yMDeItPrsS2O,B5ZZ4Ntbky6W,u3MhLPomw5UN,toys,692,135.31,7000,43,35,50
YdndYCCcFu3Q,OKHSJvvblnaz,eoYO9MccUByn,toys,0.85,14.18,1000,35,8,25
y4eZYBR7Qrfk,EscTWdMXmiui,7OKhjPME8ZK3,toys,150.82,27.56,107,19,13,13
XG1JTReuUJO3,ymZvN9XtTHxn,rewXZehYiYRW,toys,67.9,125.99,1110,19,11,18
R4w2oPwdY08s,sCONCvmO1cEY,0Mzbc3aACMOQ,computers_accessories,136.9,12.16,6550,20,20,20
g5dPjpbRlKQM,hsYU9OStjccx,Ivbw25fb5t2Z,furniture_decor,2139.99,19.94,1900,28,19,21
JM8vpiIR9nHZ,towCly5Ovo0S,16pMg4KJ3hIj,toys,24.79,60.58,850,45,15,30
lUdrNctrwVfq,NdsZzUyOltvt,pxyYUYfBOHRj,toys,153.78,53.29,1400,20,31,30
LzWayYqxWFcu,Oe9RxwZQV7Ks,KH9VVC2iPaCb,toys,42.89,161.82,150,20,13,18
xfmPESuZMeS1,PSG17lEaaRpc,2Vzr14MB7bRD,perfumery,102.28,110.14,610,22,14,16
0UBEuFnWtrhz,COySv0ts9Ojd,bl8PTwqK0kvN,toys,679,13.54,2800,40,15,40
qHuAIQ41EwrR,JB8OPUPIyOdg,VMcUj3BxBji6,toys,56.89,45.85,1750,34,19,21
aPhrDWC64BL9,fzRGsER5S0gF,Ty2rCht628LC,consoles_games,197.7,84.96,400,20,30,20
QEWuXhMWNs2C,zCuOGN9gGrcg,2u7k61LiSKc4,toys,156.25,30.93,7000,20,62,35
L9k6KjDG534J,ETg7a3iGWO7O,n3tarXou46WK,toys,107.63,17.19,1200,28,10,18
WgKtFQSnJnUZ,UxXsDKFcywR5,tNJnfkCxzhmN,toys,37.89,83.53,550,16,10,16
OfojSocJcpGS,Sx9XdlgmwLM8,HQ4j3Fr6B61e,toys,749,96.61,7625,61,14,61
cj992YMzPt9H,SitPMWGsmpa4,WUOUhAYcu4tr,toys,13.97,110.14,450,20,20,20
qijLdxxKP0sc,k865yzUY03wU,RrhUJPd2xCYy,toys,199.88,44.97,1277,30,25,27
F1V3ha1ommSH,hVPVaw2Ff7mm,K0qPVGdA91KO,toys,13.97,27.26,1050,30,35,30
Ltl6BDxVJb5O,ZWyg4uNWPHjJ,yGbPyLPc8PmT,toys,2899,113.01,250,16,2,11
lfHXNXpZX71i,TdryLJINHQ9O,dQCmV6mcOXGX,toys,109.82,55.54,800,30,10,30
